    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.000    0  0 -1  0.000

  5  9  0  5   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  5 10  0  4   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  5 11  0  6   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.000    0  0 -1  0.000

  5 12  0  5   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  5 13  0 13   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  5 14  0 13   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  5 15  0 13   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  5 16  0 13   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  5 17  0 13   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  5 18  0 13   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  6  1  0  0   2
